7/28/2022 "Resolution authorizing the sale of personal property, pursuant to WCC 1.10" law
8/3/2022 "Joint Health Board and PHAB for Aug 2, 2022" welfare
8/1/2022 "Ordinance amending Whatcom County Code Chapter 5.04, Ambulance Franchises, to address diversity, equity, and inclusion on the EMS Oversight Board and EMS Technical Advisory Committee and to define the process and elements of an EMS Levy Service Plan" welfare
8/1/2022 "Request for a Motion to grant the City of Bellingham notice to proceed in applying for a Major Project Permit for their Umbrella Mitigation Bank" infrastructure
7/29/2022 "Request confirmation of the County Executive’s appointment of Dennis Holloran to the Whatcom County Appeals Board" law
7/28/2022 "Ordinance amending the 2022 Whatcom County Budget, request no. 12, in the amount of $4,068,703" welfare
7/28/2022 "Resolution amending the Flood Control Zone District & Subzones 2022 budget, request no. 5, in the amount of $78,598 (Council acting as the Flood Control Zone District Board of Supervisors)" welfare
7/27/2022 "Resolution vacating an unnamed alley within the Plat of Lummi Park on Lummi Island" law
7/27/2022 "Presentation on Request for a Motion to grant the City of Bellingham notice to proceed in applying for a Major Project Permit for their Umbrella Mitigation Bank" infrastructure
7/26/2022 "Discussion of a resolution vacating an unnamed alley within the Plat of Lummi Park on Lummi Island" welfare
7/20/2022 "Discussion regarding the Public Works Six-year Transportation Improvement Program (TIP) for 2023-2028" infrastructure
7/28/2022 "Presentation providing updates on re-stabilization of 22 North program" infrastructure
7/26/2022 "Discussion regarding potential property acquisition [Discussion of this item may take place in Executive Session (closed to public) pursuant to RCW 42.30.110(1)(b)]" infrastructure
7/26/2022 "Discussion of negotiations and planning strategy regarding collective bargaining [Discussion of this item may take place in executive session (closed to the public) pursuant to RCW 42.30.140(4)(a)]" infrastructure
7/19/2022 "Request authorization for the County Executive to enter into an Interlocal Grant Agreement between Whatcom County and Port of Bellingham for additional EDI funding to support the rural broadband project, in the amount of $2,000,000" welfare
7/26/2022 "Request authorization for the County Executive to enter into a contract amendment between Whatcom County and Opportunity Council to operate the Whatcom Homeless Service Center in the amount of $282,239 for a total amended contract amount of $2,507,248" welfare
7/26/2022 "Request authorization for the County Executive to enter into an Interagency Agreement between Whatcom County and the Washington Administrative Office of the Courts for reimbursement of expenses relating to the Uniform Guardianship Act, in the amount of $58,428" welfare
7/29/2022 "Request authorization for the County Executive to enter into an Amendment of the Economic Development Investment Program Interlocal Grant Agreement between Whatcom County and Port of Bellingham for the Rural Broadband construction project" welfare
7/29/2022 "Request approval for the County Executive to award Bid #22-14 Rental Rates for Construction Equipment Without Operator to all bidders with the award for each vendor not to exceed $100,000.00" infrastructure
7/29/2022 "Request authorization for the County Executive to enter into a contract between Whatcom County and Kulshan Community Land Trust to support acquisition of land for affordable housing, in the amount of $1,250,746.60" welfare
7/29/2022 "Resolution in the matter of the sale of surplus personal property and setting a date for public hearing, pursuant to WCC 1.10" law
7/29/2022 "Request authorization for the County Executive to enter into a contract between Whatcom County and Abatement and Decontamination Specialists to remediate the threat of public health hazards on properties with long-term solid waste violations, in the amount of $50,000" welfare
7/29/2022 "Request authorization for the County Executive to enter into an interlocal agreement amendment between Whatcom County and the Washington State Department of Health for the delivery and funding of various public health services in the amount of $2,651,000, for a total amended agreement amount of $9,430,654" welfare
7/28/2022 "Request authorization for the County Executive to enter into an Interagency Agreement Amendment between Whatcom County and the Washington State Administrative Office of the Courts to increase reimbursements of Blake decision legal costs by $787,751 for a total amended amount of $2,578,372" welfare
7/28/2022 "Request authorization for the County Executive to enter into a contract between Whatcom County and ESA to implement the Coastal and Riverine Compound Flood Vulnerability and Risk Assessment project, in the amount of $ 100,000.00" welfare
7/28/2022 "Request authorization for the County Executive to enter into a contract amendment between Whatcom County and Opportunity Council to build a health, resource, and service navigation system that will provide timely connection of parents and children, pre-natal to five years, to a range of protective and supportive services, in the amount of $207,350 for a total amended contract amount of $285,147" welfare
7/28/2022 "Request authorization for the County Executive to enter into a contract between Whatcom County and the United States Department of Interior, U.S. Geological Survey (USGS) to jointly fund continued stream gaging stations in the Nooksack River, in the amount of $ 98,502.00 (Council acting as the Whatcom County Flood Control Zone District Board of Supervisors)" welfare
7/27/2022 "Request authorization for the County Executive to enter into an Interlocal Agreement between Whatcom County and Snohomish County for the use of up to 45 Snohomish County jail beds in the amount of $1,200,000.00" welfare
7/22/2022 "Request authorization for the County Executive to enter into an interlocal agreement between Whatcom County and the Point Roberts Park & Recreation District No. 1, for use of Lighthouse Marine Park to operate a kayak rental program" infrastructure
7/20/2022 "Request authorization for the County Executive to enter into a residential lease agreement between Whatcom County and Jarek Olivetti and Roxanne Martin to reside at 677 North Lake Samish Road, for a monthly rent of $1,709" infrastructure
7/20/2022 "Request authorization for the County Executive to enter into a contract between Whatcom County and Washington State Department of Commerce for refugee stabilization services in the amount of $250,000" welfare
7/19/2022 "Ordinance temporarily amending Whatcom County Code Section 11.20.025, flotation devices on the South fork of the Nooksack River, to better protect ESA-listed Chinook salmon" environment
7/18/2022 "Ordinance amending Ordinance 2020-079 to change the due date of the Phase III Report of the Child and Family Well-Being Task Force" welfare
6/22/2022 "Ordinance amending Whatcom County Code Section 11.20.025, flotation devices on the South fork of the Nooksack River, to better protect ESA-listed Chinook salmon" environment
7/22/2022 "Request confirmation of Executive Sidhu’s reappointment of Brent Walker and Dunham Gooding to the Bellingham-Whatcom Public Facilities District board" infrastructure
7/22/2022 "Presentation and update from Chuckanut Health Foundation regarding the Whatcom Racial Equity Commission" welfare
7/19/2022 "Ordinance amending the 2022 Whatcom County Budget, request no. 11, in the amount of $250,000" welfare
7/19/2022 "Request confirmation of Executive Sidhu’s appointment of Matthew Santos to the Whatcom County Library System Board of Trustees" welfare
7/18/2022 "Ordinance amending Whatcom County Title 3, requiring that public funds used for construction projects also provide apprentices with job training hours to meet the requirements necessary to become the next generation of skilled trades persons" economy
7/13/2022 "Update on long term flood recovery issues" infrastructure
7/13/2022 "Discussion regarding proposed ordinance amending Whatcom County Code Section 11.20.025 to restrict the use of flotation devices on the South fork of the Nooksack River to better protect ESA-listed Chinook salmon" environment
7/13/2022 "Discussion of Conservation Easement on Stewart Mountain Community Forest Phase I" infrastructure
7/13/2022 "Resolution establishing priorities for Whatcom County’s 2025 Comprehensive Plan update" welfare
7/11/2022 "Discussion with representatives of Washington State Association of Counties (WSAC) regarding the transfer of SWISS administrative responsibilities to WSAC" law
6/28/2022 "Request authorization for the County Executive to award bid #22-23 and enter into a contract between Whatcom County and Williamson Construction,LLC, for the High Creek Sediment Removal Project in the amount of $61,902" infrastructure
6/28/2022 "Request authorization for the County Executive to enter into an interlocal agreement between Whatcom County and City of Bellingham for FY2022 Edward Byrne Memorial Justice Assistance Grant Program, in the amount of $14,003.00" welfare
6/28/2022 "Request authorization for the County Executive to enter into an interlocal agreement between Whatcom County and Washington State Military Department for FY2018 Operation Stonegarden (OPSG), in the amount of $31,826.55" welfare
7/13/2022 "Request authorization for the County Executive to enter into a contract between Whatcom County and Tetra Tech, Inc, to provide a Birch Point Subwatershed Drainage Study, in the amount of $74,793 (Council acting as the Whatcom County Flood Control Zone District Board of Supervisors)" welfare
6/27/2022 "Request authorization for the County Executive to enter into an interlocal agreement between Whatcom County and Washington Association of Sheriffs and Police Chiefs for the Registered Sex Offender Address Verification Program, in the amount of $138,319.00" law
7/19/2022 "Request authorization for the County Executive to enter into a Subrecipient Grant contract between Whatcom County and City of Bellingham What-Comm Communications Center for reimbursement of eligible E911 operational expenses in the amount of $48,476" welfare
7/14/2022 "Request authorization for the County Executive to enter into an agreement between Whatcom County and WA Department of Ecology to sponsor a Washington Conservation Corps crew for the October 2022 to September 2023 term, in the amount of $163,360.00 (Council acting as the Whatcom County Flood Control Zone District Board of Supervisors)" welfare
7/20/2022 "Request authorization for the County Executive to enter into an interagency agreement between Whatcom County and Washington Administrative Office of the Courts for grant reimbursement of BECCA Programs and Services, in the amount of $253,918" welfare
7/20/2022 "Discussion and approval of Council Office budget items to include with 2023-2024 budget proposal" economy
7/15/2022 "Ordinance providing for submission to the qualified voters of Whatcom County a proposition renewing the levy of a regular property tax at a rate of $.295 or less per $1000 assessed valuation to continue to provide emergency medical services" welfare
7/12/2022 "Resolution amending the 2022 Flood Control Zone District & Subzones 2022 budget, request no. 4 (Council acting as the Whatcom County Flood Control Zone District Board of Supervisors)" infrastructure
7/11/2022 "Ordinance amending the 2022 Whatcom County Budget, request no. 10, in the amount of $4,085,565" welfare
7/11/2022 "Request confirmation of the County Executive’s appointment of Bennett Knox as Director of Parks & Recreation effective 9/6/22 pursuant to Whatcom County Code Section 2.29.020" infrastructure
7/11/2022 "Ordinance granting Cascade Natural Gas Corporation a franchise for the transportation of natural gas in Whatcom County" infrastructure
7/11/2022 "Request authorization for the County Executive to enter into a contract amendment between Whatcom County and Opportunity Council to reduce an ARPA funded grant award to $200,000" welfare
7/8/2022 "Presentation regarding the proposed 2023-2028 EMS Levy Plan" infrastructure
7/8/2022 "Discussion of an ordinance granting Cascade Natural Gas Corporation a franchise for the transportation of natural gas in Whatcom County" infrastructure
7/15/2022 "Discussion of COVID-19 Pandemic Response Review Project, Phase 2 Preliminary Recommendations and Draft Report" welfare
6/28/2022 "Discussion of road fund budget with Public Works Department" infrastructure
6/29/2022 "Presentation of the Incarceration Prevention and Reduction Task Force 2022 Annual Report" law
6/29/2022 "Discussion regarding potential property acquisition [Discussion of this item may take place in Executive Session (closed to public) pursuant to RCW 42.30.110(1)(b)]" infrastructure
