8/9/2022 "Subject:	Honoring William “Bill” Russell
From:		Councilmember Fife	
Recommendation: Adopt A Resolution Honoring The Life And Legacy Of Mcclymonds Alumnus, William “Bill” Russell, One Of The Greatest Basketball Players In The History Of The Game And A Fierce Racial And Social Justice Activist; And Designating February 12th As Bill Russell Day In The City Of Oakland" welfare
8/9/2022 "Subject:	Miralle Settlement	
From:		Office Of The City Attorney		
Recommendation: Adopt A Resolution Authorizing And Directing The City Attorney To Compromise And Settle The Case Of Anita Miralle, Jodii Le’grand Everett, I, Tina Scott, Aiyahnna Johnson; Irvin Josue Hernandez Ortega; And Ayat Jalal V. City Of Oakland; Libby Schaaf; Joe Devries; Anne Kirkpatrick; And Sabrina Landreth, United States District Court Case No. C18-06823-Hsg, (City Attorney’s File No. X04613) In The Amount Of Two Hundred Fifty Thousand Dollars And Zero Cents ($250,000.00) And Substantive Injunctive Relief (City Admi" welfare
8/9/2022 "Subject:	Annual League Of California Cities’ 2022 Conference	
From:		Council President Bas			
Recommendation: Adopt A Resolution Designating Councilmember Noel Gallo As The City Of Oakland’s Alternate Voting Delegate To Represent The City Of Oakland At The Annual League Of California Cities’ 2022 Conference September 7-9, 2022 In Long Beach, And Authorizing Reimbursement For Necessary Expenses For Attendance At The 2022 Conference (Registration Fees, Hotel, Air Fare, And Per Diem) From The City Council Contingency Project Fund" infrastructure
8/9/2022 "Subject:	Youth Ventures Joint Powers Authority	
From:		Council President Bas			
Recommendation: Adopt A Resolution Appointing Estelle Clemons To The Board Of Trustees Of The Youth Ventures Joint Powers Authority To Replace And Complete The Term Of Former Human Services Department Director Sara Bedford" law
8/4/2022 "Subject:	Resolution Urging Governor Newson To Grant A Pardon To Phoeun You	
From:		Council President Bas		
Recommendation: Adopt A Resolution Respectfully Urging Governor Newsom To Grant A Pardon To Phoeun You Which Would Allow Him To Remain In The United States And Urging U.S. Immigration And Customs Enforcement To Release Him From Custody" "foreign policy"
8/4/2022 "Subject:	Resolution Awarding Grant Agreements 
From:		Council President Bas
Recommendation: Adopt A Resolution Awarding Grant Agreements To Community Service Providers For A Total Amount Not To Exceed Six Million Ninety-One Thousand Two Hundred Fifty ($6,091,250) Dollars In Accordance With City Council Budget Appropriations And Allocations As Adopted By Resolution No. 89283 C.M.S. (Attached Hereto As Exhibit A), Which Amended The Fiscal Year 2022-23 Budget" welfare
8/4/2022 "Subject:	Nga Thi Thuy Le, Nina Nguyen V. City Of Oakland
From:		Office Of The City Attorney 
Recommendation: Adopt A Resolution Authorizing And Directing The City Attorney To Compromise And Settle Case Of Nga Thi Thuy Le, Nina Nguyen V. City Of Oakland, Nicole Monique Carden And Does 1 - 20, Inclusive, Alameda County Superior Court Case No. RG20072159, City Attorney File No. 33156 For A Total Sum Of Thirty Five Thousand Dollars And No Cents ($35,000.00) (Department Of Transportation - Auto Accident)" infrastructure
8/4/2022 "Subject:	Anne Kirkpatrick V. City Of Oakland
From:		Office Of The City Attorney 
Recommendation: Adopt A Resolution Authorizing And Directing The City Attorney To Compromise And Settle The Case Of Anne Kirkpatrick V. City Of Oakland, United States District Court Case No. 3:20-CV-05843 , City Attorney’s File No. 34091, In The Amount Of One Million Five Hundred Thousand Dollars And Zero Cents ($1,500,000.00) (Mayor And Police Commission - Wrongful Termination)" law
7/21/2022 "Subject:	Honoring Terri McWilliams 	
From:		Councilmember Taylor		
Recommendation: Adopt A Resolution Honoring And Recognizing The Life And Activism Of Terri McWilliams, An Oakland Native, Who Was A Public Sector Leader And Community Organizer Who Held Leadership Positions In Several Organizations And Was An Advocate For Faith-Based Community Organizing To Achieve Racial, Economic And Social Justice For All Oaklanders" infrastructure
7/22/2022 "Subject;	Resolution Recognizing The Religious Importance Of EID Holidays
From:		President Pro Tempore Thao
