7/12/2022 1 "Resolution authorizing the Commissioner of Public Works to execute a Project Agreement titled “State Municipal Agreement for a Congestion Mitigation and Air Quality (CMAQ) Project” with the Wisconsin Department of Transportation and to set up design engineering at a total estimated cost of $656,000 with an estimated City of Milwaukee share of $131,200 and a grantor share of $524,800." "air quality"
11/23/2021 1 "Resolution relative to the cost participation and installation of traffic signal improvements under three Congestion Mitigation Air Quality projects in various Aldermanic Districts at a total estimated cost of $3,626,155.96, with an estimated grantor share of $2,900,924.77, and an estimated City share of $725,231.19." "air quality"
7/7/2021 1 "Resolution authorizing acceptance and funding of the Big Lake Marine- Towboat Diesel Retrofits project from the Wisconsin Department of Transportation - Congestion Mitigation and Air Quality Improvement Program" "air quality"
9/22/2020 1 "Resolution authorizing the Commissioner of Public Works to execute Project Agreements titled “State Municipal Agreement for a Congestion Mitigation and Air Quality (CMAQ) Project” with the Wisconsin Department of Transportation and to set up design engineering at a total estimated cost of $364,280 with an estimated City of Milwaukee share of $72,856 and a grantor share of $291,424 for two projects." "air quality"
7/30/2019 1 "Resolution relative to the cost participation and installation of traffic control signal improvements under a Congestion Mitigation Air Quality Grant at 88 intersections in various Aldermanic Districts at a total estimated cost of $1,425,749.43 with an estimated grantor share of $1,030,400, and an estimated City share of $395,349.43." "air quality"
11/28/2017 1 "Resolution authorizing the City Comptroller to transfer additional funds to the previously established project for the Wisconsin Department of Transportation and the City of Milwaukee for cost participation for the construction of a Congestion Mitigation Air Quality program project in various Aldermanic districts with a total estimated cost increase for the project of $400,000, with one hundred percent of increase being City funded." "air quality"
2/7/2017 1 "Resolution relative to the cost participation and installation of traffic signal improvements under four Congestion Mitigation Air Quality projects in various Aldermanic Districts at a total estimated cost of $4,731,821.61, with an estimated grantor share of $3,233,600, and an estimated City share of $1,498,221.61." "air quality"
9/20/2016 1 "Resolution authorizing the Commissioner of Public Works and Comptroller to execute two Project Agreements with the Wisconsin Department of Transportation to fund preliminary engineering for the two projects and to fund construction and procurement costs for the Bike Share Phase 2 project using Congestion Mitigation Air Quality program funds in various Aldermanic Districts with a total estimated preliminary engineering cost for the two projects of $497,589 with a grantor share of $398,071 and a City share of $99,518 and construction costs for the Bike Share Phase 2 project of $378,171 with a gr" "air quality"
3/31/2015 1 "Resolution directing the Commissioner of Public Works to execute a project agreement titled “State/Municipal Agreement for a Locally Let Congestion Mitigation and Air Quality Project” with the Wisconsin Department of Transportation for the CNG Fueling Station Expansion with 80 percent Federal funds under the Congestion Mitigation and Air Quality Grant Program, and to set up funds for the programming, engineering and construction of the project at a total project cost of $575,000 with a Grantor share of $448,000 and a City share of $127,000." "air quality"
10/14/2014 1 "Resolution authorizing the Commissioner of Public Works and Comptroller to execute four Project Agreements with the Wisconsin Department of Transportation for traffic signal improvements and to fund preliminary engineering for these four projects using Congestion Mitigation Air Quality program funds in various Aldermanic Districts with a total estimated preliminary engineering cost for these four projects of $601,500, with a grantor share of $481,200 and a City share of $120,300." "air quality"
6/3/2014 1 "Resolution relative to the cost participation and installation of a traffic responsive computer controlled signal system at various intersections under a Congestion Mitigation Air Quality project in the 8th, 11th, and 13th Aldermanic Districts at a total estimated cost of $747,040, with an estimated grantor share of $533,600, and an estimated City share of $213,440." "air quality"
12/17/2013 1 "Substitute resolution authorizing the Commissioner of Public Works and Comptroller to execute a Project Agreement with the Wisconsin Department of Transportation for the preliminary engineering and design, equipment purchase and installation, and participating construction for Phase 1 of a public bike sharing system using Congestion Mitigation and Air Quality funding in various Aldermanic Districts with a total estimated cost of $1,600,000, with an estimated grantor share of $1,280,000, and an estimated City share of $320,000." "air quality"
11/26/2013 1 "Resolution relative to the cost participation and installation of traffic signal improvements under four Congestion Mitigation Air Quality projects in various Aldermanic Districts at a total estimated cost of $246,723.54, with an estimated grantor share of $197,378.83, and an estimated City share of $49,344.71." "air quality"
5/22/2012 1 "Resolution directing the Commissioner of Public Works to execute a project agreement titled “State/Municipal Agreement for a Locally Let Congestion Mitigation and Air Quality Project” with the Wisconsin Department of Transportation for the CNG Fuel Program and CNG Retrofit of Refuse Trucks with 80 percent Federal funds under the Congestion Mitigation and Air Quality Grant Program, and to set up funds for the programming, engineering and construction of the project at a total project cost of $3,004,239 with a Grantor share of $2,403,391 and a City share of $600,848." "air quality"
2/7/2012 1 "Substitute resolution urging the Environmental Protection Agency to enforce the Clean Air Act and reduce greenhouse gas pollution." "air quality"
6/14/2011 1 "Resolution authorizing the Commissioner of Public Works and Comptroller to execute five Project Agreements with the Wisconsin Department of Transportation for traffic signal improvements using Congestion Mitigation/Air Quality funding for five projects in various Aldermanic Districts with a total estimated preliminary engineering cost of $609,000, with an estimated grantor share of $487,200, and an estimated City share of $121,800." "air quality"
6/14/2011 1 "Resolution directing the Commissioner of Public Works to execute a document titled “State/Municipal Agreement for a Locally Let Congestion Mitigation and Air Quality Project” with the Department of Transportation for the programming of a project known as Milwaukee Smart Trips, Pilot Target Marketing Program with total project costs of  $341,559 with a Grantor share of $273,247 and a City share of $68,312." "air quality"
9/21/2010 1 "Resolution authorizing the Commissioner of Public Works and Comptroller to execute a Project Agreement with the Wisconsin Department of Transportation for expansion of a traffic adaptive signal system under the Congestion Mitigation/Air Quality Program and to fund preliminary engineering for the project in the 8th, 11th, and 13th Aldermanic Districts with a total estimated cost of $150,000, with an estimated grantor share of $120,000, and an estimated City share of $30,000." "air quality"
